,Tram_2,Tram_10,Tram_13,Tram_24,Tram_38
1249,12.0,17.0,10.0,13.0,16.0
1250,10.0,17.0,14.0,13.0,19.0
1251,12.0,19.0,26.0,17.0,10.0
1252,12.0,19.0,18.0,22.0,23.0
1253,16.0,22.0,17.0,23.0,20.0
1254,14.0,22.0,24.0,28.0,20.0
1255,17.0,22.0,26.0,24.0,29.0
1256,16.0,25.0,26.0,25.0,25.0
1257,21.0,24.0,27.0,20.0,21.0
1258,25.0,30.0,25.0,19.0,25.0
1259,29.0,25.0,29.0,29.0,29.0
1260,26.0,19.0,23.0,27.0,30.0
1261,30.0,20.0,17.0,14.0,29.0
1262,35.0,20.0,22.0,22.0,32.0
1263,31.0,21.0,29.0,21.0,33.0
1264,30.0,19.0,28.0,36.0,29.0
1265,32.0,27.0,40.0,44.0,36.0
1266,33.0,34.0,36.0,44.0,33.0
1267,34.0,31.0,30.0,37.0,30.0
1268,33.0,28.0,31.0,46.0,32.0
1269,30.0,29.0,31.0,39.0,41.0
1270,27.0,29.0,32.0,41.0,39.0
1271,28.0,28.0,31.0,41.0,36.0
1272,26.0,29.0,33.0,44.0,34.0
1273,24.0,32.0,25.0,47.0,24.0
1274,24.0,33.0,29.0,40.0,30.0
1275,22.0,36.0,32.0,36.0,32.0
1276,22.0,36.0,35.0,43.0,26.0
1277,20.0,32.0,37.0,41.0,27.0
1278,18.0,32.0,36.0,37.0,29.0
1279,25.0,33.0,30.0,29.0,32.0
1280,27.0,38.0,36.0,35.0,31.0
1281,30.0,41.0,36.0,26.0,32.0
1282,31.0,41.0,37.0,31.0,30.0
1283,27.0,34.0,24.0,29.0,30.0
1284,29.0,33.0,34.0,36.0,36.0
1285,31.0,30.0,34.0,45.0,34.0
1286,31.0,37.0,39.0,38.0,40.0
1287,30.0,38.0,45.0,44.0,39.0
1288,30.0,37.0,44.0,48.0,29.0
1289,31.0,37.0,43.0,44.0,24.0
1290,30.0,31.0,34.0,38.0,32.0
1291,30.0,32.0,32.0,41.0,28.0
1292,27.0,29.0,30.0,40.0,27.0
1293,21.0,24.0,29.0,30.0,28.0
1294,20.0,25.0,27.0,35.0,25.0
1295,16.0,25.0,27.0,37.0,28.0
1296,13.0,22.0,32.0,32.0,22.0
1297,12.0,21.0,27.0,24.0,26.0
1298,13.0,23.0,30.0,29.0,23.0
1299,15.0,23.0,26.0,32.0,27.0
1300,15.0,22.0,31.0,30.0,21.0
1301,14.0,20.0,22.0,27.0,25.0
1302,13.0,20.0,29.0,21.0,22.0
1303,14.0,18.0,24.0,24.0,23.0
1304,16.0,21.0,28.0,28.0,27.0
1305,19.0,22.0,26.0,29.0,23.0
1306,17.0,22.0,40.0,22.0,21.0
1307,21.0,23.0,25.0,22.0,26.0
1308,24.0,22.0,28.0,24.0,25.0
1309,21.0,22.0,42.0,30.0,22.0
1310,22.0,24.0,31.0,26.0,26.0
1311,21.0,22.0,27.0,31.0,28.0
1312,22.0,25.0,28.0,29.0,24.0
1313,22.0,24.0,28.0,34.0,29.0
1314,21.0,26.0,35.0,29.0,28.0
1315,21.0,24.0,30.0,36.0,24.0
1316,20.0,24.0,31.0,30.0,29.0
1317,20.0,25.0,31.0,31.0,28.0
1318,22.0,23.0,21.0,24.0,22.0
1319,20.0,24.0,23.0,15.0,26.0
1320,19.0,20.0,17.0,21.0,20.0
1321,18.0,21.0,28.0,26.0,21.0
1322,13.0,22.0,25.0,28.0,21.0
1323,13.0,20.0,16.0,19.0,19.0
1324,14.0,18.0,16.0,20.0,19.0
1325,11.0,19.0,24.0,18.0,15.0
1326,7.0,21.0,17.0,19.0,16.0
1327,13.0,23.0,17.0,21.0,15.0
1328,11.0,18.0,18.0,20.0,19.0
1329,10.0,19.0,15.0,13.0,13.0
1330,16.0,17.0,25.0,16.0,12.0
1331,12.0,14.0,19.0,22.0,14.0
1332,9.0,13.0,16.0,18.0,18.0
1333,11.0,15.0,22.0,12.0,14.0
1334,14.0,15.0,15.0,11.0,12.0
1335,17.0,12.0,20.0,19.0,15.0
1336,13.0,11.0,12.0,17.0,14.0
1337,13.0,12.0,12.0,14.0,13.0
1338,12.0,10.0,12.0,16.0,17.0
1339,8.0,10.0,10.0,9.0,12.0
1340,8.0,9.0,11.0,8.0,14.0
1341,6.0,7.0,12.0,11.0,10.0
1342,5.0,9.0,8.0,13.0,10.0
1343,2.0,8.0,8.0,9.0,10.0
1344,5.0,7.0,6.0,7.0,8.0
1345,4.0,8.0,10.0,3.0,8.0
1346,7.0,8.0,13.0,15.0,3.0
1347,9.0,7.0,5.0,12.0,8.0
1348,7.0,7.0,4.0,5.0,8.0
1349,6.0,2.0,4.0,2.0,2.0
1350,3.0,3.0,9.0,3.0,2.0
1351,3.0,2.0,5.0,2.0,7.0
1352,3.0,2.0,4.0,3.0,10.0
1353,6.0,6.0,7.0,8.0,6.0
1354,6.0,4.0,12.0,2.0,1.0
1355,6.0,6.0,12.0,5.0,7.0
1356,8.0,11.0,16.0,12.0,8.0
1357,9.0,10.0,14.0,10.0,10.0
1358,10.0,9.0,9.0,10.0,12.0
1359,13.0,11.0,18.0,20.0,16.0
1360,13.0,13.0,17.0,23.0,17.0
1361,14.0,13.0,16.0,19.0,15.0
1362,14.0,15.0,16.0,19.0,18.0
1363,12.0,13.0,12.0,19.0,19.0
1364,14.0,14.0,16.0,15.0,7.0
1365,14.0,13.0,10.0,18.0,14.0
1366,12.0,15.0,19.0,18.0,8.0
1367,16.0,15.0,20.0,12.0,8.0
1368,16.0,15.0,15.0,17.0,13.0
1369,17.0,18.0,18.0,12.0,12.0
1370,15.0,18.0,12.0,13.0,9.0
1371,17.0,18.0,9.0,13.0,10.0
1372,18.0,19.0,10.0,19.0,14.0
1373,18.0,22.0,17.0,15.0,10.0
1374,18.0,30.0,17.0,25.0,10.0
1375,19.0,30.0,22.0,21.0,12.0
1376,19.0,24.0,25.0,21.0,17.0
1377,15.0,26.0,21.0,31.0,26.0
1378,17.0,26.0,21.0,15.0,26.0
1379,18.0,24.0,17.0,21.0,27.0
1380,19.0,24.0,26.0,23.0,26.0
1381,23.0,24.0,25.0,23.0,24.0
1382,18.0,25.0,25.0,28.0,29.0
1383,18.0,23.0,29.0,36.0,37.0
1384,18.0,26.0,30.0,35.0,32.0
1385,11.0,25.0,24.0,34.0,31.0
1386,19.0,25.0,31.0,26.0,32.0
1387,20.0,23.0,30.0,28.0,25.0
1388,20.0,30.0,24.0,26.0,28.0
1389,22.0,33.0,30.0,29.0,24.0
1390,21.0,34.0,32.0,30.0,28.0
1391,20.0,39.0,29.0,30.0,27.0
1392,17.0,43.0,29.0,27.0,22.0
1393,17.0,44.0,26.0,30.0,20.0
1394,16.0,45.0,20.0,27.0,17.0
1395,15.0,40.0,25.0,22.0,21.0
1396,16.0,36.0,22.0,26.0,23.0
1397,21.0,36.0,41.0,32.0,21.0
1398,12.0,33.0,38.0,26.0,17.0
1399,23.0,33.0,31.0,28.0,26.0
1400,19.0,31.0,29.0,29.0,30.0
1401,22.0,31.0,25.0,26.0,34.0
1402,23.0,30.0,31.0,26.0,15.0
1403,16.0,30.0,34.0,27.0,20.0
1404,19.0,33.0,27.0,18.0,37.0
1405,24.0,25.0,21.0,14.0,42.0
1406,23.0,16.0,32.0,29.0,29.0
1407,22.0,25.0,27.0,29.0,24.0
1408,20.0,30.0,25.0,26.0,28.0
1409,14.0,22.0,22.0,29.0,21.0
1410,15.0,22.0,25.0,32.0,19.0
1411,11.0,22.0,22.0,26.0,13.0
1412,9.0,22.0,23.0,19.0,15.0
1413,7.0,14.0,12.0,11.0,8.0
1414,5.0,13.0,17.0,13.0,15.0
1415,5.0,9.0,17.0,7.0,9.0
1416,7.0,11.0,11.0,8.0,10.0
1417,7.0,8.0,7.0,12.0,8.0
1418,6.0,7.0,12.0,7.0,10.0
1419,5.0,8.0,14.0,9.0,8.0
1420,5.0,5.0,9.0,7.0,7.0
1421,4.0,7.0,13.0,7.0,6.0
1422,5.0,8.0,6.0,9.0,7.0
1423,7.0,6.0,8.0,5.0,8.0
1424,9.0,7.0,14.0,7.0,16.0
1425,6.0,5.0,9.0,7.0,12.0
1426,4.0,4.0,8.0,9.0,5.0
1427,4.0,9.0,6.0,12.0,4.0
1428,4.0,6.0,8.0,8.0,8.0
1429,6.0,5.0,10.0,6.0,10.0
1430,7.0,6.0,10.0,8.0,9.0
1431,6.0,6.0,10.0,9.0,17.0
1432,4.0,4.0,5.0,1.0,11.0
1433,10.0,3.0,4.0,6.0,13.0
1434,8.0,4.0,13.0,2.0,8.0
1435,5.0,5.0,13.0,6.0,7.0
1436,5.0,5.0,3.0,7.0,6.0
1437,3.0,8.0,7.0,8.0,10.0
1438,5.0,8.0,11.0,14.0,3.0
1439,10.0,8.0,13.0,7.0,2.0
1440,7.0,10.0,4.0,13.0,16.0
1441,4.0,10.0,4.0,9.0,12.0
1442,2.0,12.0,11.0,11.0,8.0
1443,3.0,13.0,8.0,7.0,8.0
1444,2.0,10.0,8.0,15.0,11.0
1445,2.0,7.0,12.0,8.0,9.0
1446,1.0,6.0,10.0,7.0,12.0
1447,2.0,4.0,4.0,4.0,9.0
1448,6.0,4.0,6.0,6.0,5.0
1449,9.0,8.0,6.0,3.0,5.0
1450,14.0,6.0,5.0,4.0,8.0
1451,11.0,6.0,9.0,8.0,4.0
1452,5.0,8.0,11.0,10.0,5.0
1453,5.0,8.0,18.0,9.0,10.0
1454,3.0,19.0,13.0,15.0,10.0
1455,3.0,15.0,8.0,10.0,3.0
1456,4.0,4.0,10.0,21.0,1.0
1457,5.0,7.0,9.0,9.0,10.0
1458,5.0,9.0,12.0,6.0,6.0
1459,5.0,6.0,6.0,15.0,4.0
1460,6.0,8.0,7.0,10.0,8.0
1461,8.0,11.0,8.0,14.0,10.0
1462,7.0,10.0,11.0,15.0,9.0
1463,7.0,12.0,9.0,15.0,11.0
1464,9.0,11.0,15.0,16.0,12.0
1465,8.0,13.0,14.0,17.0,14.0
1466,8.0,14.0,13.0,14.0,13.0
1467,8.0,17.0,18.0,16.0,12.0
1468,12.0,23.0,11.0,16.0,12.0
1469,10.0,25.0,14.0,16.0,13.0
1470,10.0,17.0,17.0,20.0,20.0
1471,11.0,7.0,18.0,18.0,16.0
1472,12.0,8.0,5.0,10.0,13.0
1473,11.0,8.0,7.0,10.0,9.0
1474,16.0,15.0,8.0,7.0,12.0
1475,16.0,12.0,9.0,20.0,16.0
1476,16.0,10.0,8.0,12.0,5.0
1477,12.0,13.0,16.0,9.0,10.0
1478,11.0,14.0,16.0,20.0,23.0
1479,10.0,16.0,22.0,24.0,22.0
1480,11.0,20.0,20.0,23.0,16.0
1481,10.0,20.0,15.0,25.0,16.0
1482,11.0,11.0,20.0,24.0,13.0
1483,10.0,7.0,7.0,17.0,13.0
1484,7.0,9.0,3.0,6.0,12.0
1485,10.0,6.0,6.0,6.0,7.0
1486,6.0,4.0,2.0,19.0,7.0
1487,8.0,3.0,7.0,11.0,4.0
1488,5.0,3.0,8.0,2.0,1.0
1489,3.0,4.0,6.0,4.0,2.0
1490,3.0,5.0,4.0,10.0,5.0
1491,5.0,8.0,7.0,13.0,3.0
1492,6.0,5.0,3.0,10.0,8.0
1493,5.0,3.0,5.0,10.0,5.0
1494,3.0,4.0,4.0,11.0,5.0
1495,2.0,2.0,5.0,11.0,1.0
1496,2.0,4.0,4.0,9.0,5.0
1497,4.0,6.0,8.0,6.0,9.0
1498,8.0,11.0,14.0,8.0,7.0
1499,2.0,8.0,10.0,5.0,4.0
1500,9.0,6.0,1.0,8.0,11.0
1501,7.0,10.0,7.0,11.0,8.0
1502,9.0,8.0,12.0,13.0,9.0
1503,7.0,10.0,10.0,5.0,9.0
1504,7.0,13.0,8.0,10.0,12.0
1505,5.0,6.0,9.0,20.0,7.0
1506,6.0,4.0,3.0,15.0,8.0
1507,4.0,4.0,4.0,6.0,9.0
1508,9.0,5.0,9.0,9.0,11.0
1509,6.0,4.0,9.0,8.0,19.0
1510,7.0,6.0,9.0,14.0,9.0
1511,5.0,4.0,10.0,11.0,10.0
1512,5.0,4.0,3.0,15.0,8.0
1513,7.0,4.0,5.0,13.0,13.0
1514,5.0,6.0,1.0,10.0,10.0
1515,5.0,5.0,5.0,15.0,9.0
1516,6.0,7.0,8.0,11.0,7.0
1517,4.0,4.0,3.0,20.0,11.0
1518,4.0,4.0,7.0,14.0,11.0
1519,3.0,1.0,5.0,5.0,3.0
1520,3.0,2.0,5.0,7.0,8.0
1521,7.0,7.0,9.0,6.0,6.0
1522,11.0,7.0,10.0,8.0,4.0
1523,7.0,9.0,12.0,16.0,8.0
1524,4.0,9.0,12.0,13.0,8.0
1525,4.0,12.0,11.0,12.0,8.0
1526,9.0,11.0,13.0,9.0,9.0
1527,6.0,11.0,17.0,8.0,11.0
1528,6.0,9.0,15.0,11.0,7.0
1529,9.0,7.0,11.0,20.0,9.0
1530,13.0,5.0,11.0,13.0,9.0
1531,15.0,5.0,12.0,15.0,6.0
1532,8.0,7.0,10.0,7.0,3.0
1533,6.0,7.0,13.0,14.0,9.0
1534,6.0,6.0,12.0,17.0,9.0
1535,5.0,5.0,15.0,14.0,7.0
1536,3.0,7.0,7.0,9.0,7.0
1537,5.0,8.0,13.0,10.0,11.0
1538,4.0,8.0,7.0,6.0,8.0
1539,5.0,10.0,12.0,12.0,8.0
1540,3.0,9.0,9.0,9.0,16.0
1541,4.0,9.0,13.0,10.0,8.0
1542,6.0,10.0,14.0,16.0,16.0
1543,6.0,6.0,15.0,9.0,16.0
1544,6.0,13.0,18.0,12.0,17.0
1545,8.0,17.0,16.0,9.0,6.0
1546,7.0,18.0,13.0,14.0,13.0
1547,7.0,12.0,13.0,9.0,15.0
1548,8.0,12.0,16.0,10.0,6.0
1549,8.0,10.0,17.0,17.0,7.0
1550,8.0,10.0,17.0,12.0,14.0
1551,8.0,9.0,11.0,9.0,7.0
1552,9.0,10.0,11.0,11.0,8.0
1553,8.0,7.0,6.0,11.0,10.0
1554,7.0,9.0,14.0,11.0,12.0
1555,6.0,8.0,12.0,14.0,10.0
1556,7.0,8.0,7.0,11.0,8.0
1557,8.0,8.0,12.0,12.0,9.0
1558,7.0,10.0,9.0,14.0,12.0
1559,7.0,9.0,11.0,9.0,12.0
1560,7.0,8.0,9.0,12.0,8.0
1561,2.0,7.0,7.0,14.0,14.0
1562,4.0,8.0,16.0,9.0,3.0
1563,5.0,9.0,4.0,12.0,10.0
1564,5.0,8.0,10.0,9.0,8.0
1565,7.0,7.0,11.0,5.0,9.0
1566,6.0,6.0,10.0,5.0,14.0
1567,7.0,5.0,6.0,4.0,18.0
1568,6.0,4.0,3.0,14.0,11.0
1569,4.0,3.0,3.0,9.0,9.0
1570,3.0,5.0,12.0,7.0,9.0
1571,3.0,6.0,12.0,8.0,7.0
1572,5.0,8.0,5.0,10.0,6.0
1573,5.0,10.0,8.0,9.0,8.0
1574,5.0,8.0,12.0,13.0,10.0
1575,6.0,10.0,4.0,12.0,9.0
1576,6.0,11.0,6.0,11.0,10.0
1577,6.0,6.0,7.0,18.0,7.0
1578,8.0,6.0,13.0,12.0,17.0
1579,10.0,6.0,10.0,14.0,12.0
1580,6.0,12.0,18.0,16.0,7.0
1581,7.0,13.0,22.0,16.0,10.0
1582,5.0,14.0,16.0,11.0,12.0
1583,6.0,11.0,14.0,18.0,3.0
1584,6.0,12.0,19.0,12.0,9.0
1585,13.0,14.0,11.0,14.0,4.0
1586,12.0,14.0,16.0,16.0,15.0
1587,13.0,12.0,14.0,11.0,13.0
1588,20.0,11.0,13.0,15.0,12.0
1589,15.0,12.0,14.0,13.0,18.0
1590,12.0,11.0,15.0,19.0,28.0
1591,13.0,12.0,22.0,20.0,22.0
1592,11.0,11.0,15.0,18.0,18.0
1593,12.0,10.0,16.0,4.0,20.0
1594,10.0,13.0,23.0,15.0,18.0
1595,9.0,12.0,18.0,18.0,14.0
1596,10.0,10.0,17.0,21.0,16.0
1597,10.0,12.0,20.0,26.0,11.0
1598,12.0,11.0,18.0,21.0,20.0
1599,11.0,12.0,20.0,26.0,14.0
1600,10.0,12.0,20.0,19.0,17.0
1601,9.0,12.0,18.0,26.0,13.0
1602,10.0,10.0,14.0,28.0,16.0
1603,10.0,8.0,17.0,10.0,14.0
1604,8.0,6.0,17.0,10.0,13.0
1605,5.0,8.0,13.0,14.0,14.0
1606,6.0,6.0,8.0,10.0,13.0
1607,5.0,5.0,11.0,17.0,13.0
1608,5.0,6.0,9.0,13.0,9.0
1609,5.0,4.0,9.0,6.0,11.0
1610,6.0,5.0,7.0,8.0,9.0
1611,5.0,6.0,9.0,8.0,6.0
1612,5.0,4.0,12.0,9.0,13.0
1613,5.0,3.0,9.0,8.0,10.0
1614,7.0,5.0,12.0,11.0,8.0
1615,7.0,6.0,11.0,15.0,13.0
1616,6.0,6.0,17.0,11.0,9.0
1617,4.0,6.0,14.0,16.0,14.0
1618,8.0,6.0,17.0,16.0,12.0
1619,8.0,11.0,12.0,18.0,14.0
1620,9.0,11.0,13.0,17.0,14.0
1621,9.0,12.0,16.0,13.0,17.0
1622,8.0,13.0,9.0,15.0,19.0
1623,7.0,13.0,13.0,14.0,20.0
1624,8.0,15.0,17.0,17.0,21.0
1625,8.0,15.0,21.0,13.0,15.0
1626,8.0,23.0,16.0,16.0,16.0
1627,15.0,17.0,16.0,19.0,17.0
1628,16.0,13.0,23.0,24.0,21.0
1629,13.0,13.0,14.0,12.0,24.0
1630,10.0,12.0,11.0,18.0,17.0
1631,8.0,12.0,8.0,17.0,21.0
1632,9.0,12.0,16.0,16.0,15.0
1633,10.0,11.0,14.0,14.0,10.0
1634,10.0,12.0,16.0,10.0,14.0
1635,10.0,11.0,15.0,8.0,20.0
1636,9.0,9.0,14.0,14.0,19.0
1637,7.0,15.0,20.0,12.0,10.0
1638,7.0,15.0,22.0,17.0,12.0
1639,6.0,14.0,19.0,13.0,13.0
1640,6.0,15.0,18.0,15.0,15.0
1641,8.0,17.0,16.0,16.0,11.0
1642,7.0,15.0,12.0,15.0,9.0
1643,8.0,17.0,20.0,13.0,17.0
1644,8.0,21.0,15.0,16.0,13.0
1645,8.0,16.0,15.0,11.0,13.0
1646,9.0,14.0,14.0,14.0,16.0
1647,7.0,12.0,14.0,15.0,19.0
1648,8.0,17.0,8.0,16.0,12.0
1649,8.0,11.0,10.0,10.0,10.0
1650,8.0,10.0,12.0,11.0,10.0
1651,5.0,9.0,11.0,9.0,16.0
1652,3.0,8.0,11.0,4.0,12.0
1653,3.0,8.0,7.0,4.0,11.0
1654,4.0,5.0,8.0,9.0,9.0
1655,3.0,4.0,12.0,5.0,2.0
1656,2.0,4.0,8.0,8.0,6.0
1657,2.0,2.0,10.0,7.0,9.0
1658,2.0,4.0,4.0,3.0,7.0
1659,1.0,2.0,5.0,3.0,9.0
1660,1.0,2.0,12.0,9.0,4.0
1661,1.0,1.0,12.0,6.0,3.0
1662,1.0,2.0,2.0,13.0,9.0
1663,1.0,2.0,1.0,13.0,9.0
1664,2.0,3.0,5.0,5.0,4.0
1665,1.0,3.0,3.0,2.0,12.0
1666,1.0,2.0,3.0,1.0,7.0
1667,2.0,2.0,10.0,4.0,7.0
1668,9.0,2.0,3.0,11.0,10.0
1669,9.0,4.0,5.0,4.0,10.0
1670,7.0,8.0,10.0,15.0,15.0
1671,8.0,7.0,6.0,13.0,11.0
1672,11.0,9.0,13.0,21.0,18.0
1673,5.0,11.0,17.0,18.0,17.0
1674,5.0,19.0,17.0,24.0,19.0
1675,3.0,16.0,15.0,21.0,12.0
1676,1.0,15.0,14.0,20.0,16.0
1677,2.0,14.0,15.0,21.0,1.0
1678,3.0,14.0,20.0,13.0,14.0
1679,5.0,14.0,19.0,12.0,12.0
1680,6.0,14.0,15.0,14.0,9.0
1681,6.0,12.0,15.0,15.0,9.0
1682,7.0,13.0,13.0,15.0,9.0
1683,9.0,8.0,14.0,19.0,9.0
1684,6.0,6.0,12.0,15.0,15.0
1685,4.0,4.0,13.0,11.0,14.0
1686,2.0,5.0,7.0,10.0,6.0
1687,5.0,5.0,12.0,8.0,6.0
1688,6.0,7.0,4.0,11.0,7.0
1689,6.0,9.0,10.0,5.0,11.0
1690,8.0,10.0,18.0,8.0,7.0
1691,7.0,14.0,16.0,11.0,11.0
1692,4.0,13.0,12.0,13.0,9.0
1693,3.0,9.0,15.0,11.0,11.0
1694,5.0,11.0,15.0,12.0,8.0
1695,5.0,8.0,12.0,15.0,7.0
1696,4.0,8.0,16.0,14.0,10.0
1697,5.0,7.0,8.0,19.0,7.0
1698,3.0,9.0,6.0,8.0,6.0
1699,5.0,8.0,12.0,15.0,19.0
1700,6.0,6.0,13.0,7.0,7.0
1701,8.0,5.0,14.0,5.0,10.0
1702,4.0,7.0,9.0,11.0,13.0
1703,5.0,8.0,13.0,11.0,11.0
1704,5.0,7.0,7.0,15.0,15.0
1705,5.0,5.0,10.0,16.0,9.0
1706,5.0,6.0,15.0,11.0,5.0
1707,5.0,5.0,17.0,6.0,14.0
1708,5.0,5.0,15.0,3.0,7.0
1709,3.0,5.0,14.0,3.0,21.0
1710,2.0,9.0,13.0,13.0,4.0
1711,1.0,9.0,20.0,8.0,9.0
1712,7.0,17.0,19.0,11.0,15.0
1713,5.0,21.0,22.0,22.0,13.0
1714,7.0,14.0,17.0,10.0,11.0
1715,5.0,11.0,15.0,18.0,16.0
1716,6.0,13.0,13.0,21.0,22.0
1717,6.0,15.0,18.0,17.0,10.0
1718,7.0,14.0,13.0,11.0,8.0
1719,7.0,18.0,16.0,20.0,10.0
1720,7.0,9.0,15.0,10.0,8.0
1721,9.0,7.0,13.0,10.0,6.0
1722,7.0,7.0,13.0,13.0,5.0
1723,5.0,11.0,11.0,11.0,12.0
1724,6.0,7.0,10.0,9.0,8.0
1725,6.0,8.0,16.0,10.0,11.0
1726,8.0,8.0,12.0,10.0,12.0
1727,6.0,6.0,8.0,6.0,12.0
1728,6.0,8.0,10.0,9.0,7.0
1729,9.0,8.0,10.0,7.0,6.0
1730,6.0,9.0,9.0,10.0,3.0
1731,7.0,7.0,11.0,9.0,9.0
1732,6.0,9.0,6.0,6.0,7.0
1733,7.0,5.0,13.0,12.0,17.0
1734,2.0,7.0,13.0,10.0,9.0
1735,2.0,6.0,15.0,10.0,9.0
1736,7.0,15.0,13.0,11.0,11.0
1737,6.0,15.0,16.0,13.0,8.0
1738,5.0,15.0,15.0,13.0,12.0
1739,5.0,21.0,15.0,10.0,11.0
1740,6.0,12.0,15.0,13.0,23.0
1741,9.0,10.0,11.0,15.0,12.0
1742,10.0,11.0,13.0,20.0,6.0
1743,9.0,10.0,8.0,17.0,11.0
1744,6.0,9.0,15.0,6.0,10.0
1745,7.0,10.0,12.0,14.0,13.0
1746,6.0,8.0,14.0,13.0,8.0
1747,6.0,9.0,12.0,15.0,13.0
1748,7.0,8.0,12.0,13.0,12.0
1749,4.0,7.0,10.0,7.0,10.0
1750,4.0,7.0,6.0,13.0,9.0
1751,6.0,7.0,15.0,9.0,11.0
1752,6.0,6.0,11.0,7.0,13.0
1753,7.0,6.0,5.0,9.0,10.0
1754,6.0,7.0,10.0,5.0,15.0
1755,6.0,6.0,5.0,11.0,8.0
1756,4.0,5.0,10.0,9.0,11.0
1757,4.0,4.0,2.0,7.0,5.0
1758,2.0,2.0,7.0,2.0,1.0
1759,3.0,1.0,4.0,5.0,1.0
1760,2.0,1.0,6.0,3.0,1.0
1761,1.0,1.0,5.0,6.0,3.0
1762,1.0,1.0,3.0,3.0,1.0
1763,1.0,1.0,5.0,3.0,9.0
1764,1.0,1.0,6.0,3.0,10.0
1765,2.0,1.0,12.0,2.0,4.0
1766,1.0,1.0,7.0,1.0,4.0
1767,2.0,1.0,5.0,8.0,4.0
1768,2.0,2.0,8.0,8.0,3.0
1769,1.0,1.0,9.0,8.0,1.0
1770,1.0,1.0,4.0,2.0,2.0
1771,1.0,1.0,8.0,2.0,5.0
1772,1.0,3.0,9.0,1.0,5.0
1773,2.0,1.0,8.0,6.0,4.0
1774,1.0,3.0,10.0,3.0,5.0
1775,1.0,1.0,2.0,1.0,2.0
1776,1.0,1.0,1.0,1.0,5.0
1777,1.0,1.0,1.0,4.0,1.0
1778,1.0,1.0,2.0,4.0,5.0
1779,1.0,1.0,6.0,6.0,4.0
1780,1.0,2.0,3.0,6.0,6.0
1781,3.0,2.0,4.0,8.0,1.0
1782,1.0,2.0,8.0,5.0,2.0
1783,3.0,2.0,5.0,4.0,4.0
1784,3.0,2.0,5.0,2.0,6.0
1785,2.0,2.0,3.0,5.0,6.0
1786,1.0,2.0,4.0,9.0,9.0
1787,1.0,8.0,3.0,6.0,9.0
1788,3.0,8.0,9.0,11.0,10.0
1789,5.0,7.0,5.0,11.0,11.0
1790,13.0,11.0,9.0,4.0,12.0
1791,12.0,11.0,13.0,10.0,17.0
1792,8.0,12.0,10.0,9.0,9.0
1793,6.0,12.0,10.0,12.0,9.0
1794,8.0,10.0,12.0,10.0,16.0
1795,8.0,10.0,9.0,10.0,12.0
1796,7.0,10.0,11.0,12.0,12.0
1797,7.0,11.0,11.0,10.0,9.0
1798,7.0,10.0,8.0,14.0,14.0
1799,7.0,9.0,6.0,7.0,5.0
1800,4.0,9.0,11.0,12.0,5.0
1801,5.0,9.0,5.0,9.0,9.0
1802,4.0,8.0,6.0,6.0,10.0
1803,6.0,8.0,7.0,10.0,5.0
1804,5.0,7.0,8.0,8.0,9.0
1805,5.0,6.0,10.0,8.0,11.0
1806,4.0,7.0,7.0,1.0,9.0
1807,4.0,7.0,7.0,8.0,12.0
1808,4.0,6.0,13.0,9.0,11.0
1809,5.0,8.0,11.0,16.0,9.0
1810,5.0,9.0,10.0,10.0,6.0
1811,4.0,10.0,11.0,10.0,8.0
1812,4.0,10.0,12.0,10.0,11.0
1813,3.0,8.0,7.0,9.0,9.0
1814,4.0,10.0,9.0,2.0,9.0
1815,2.0,11.0,6.0,11.0,5.0
1816,5.0,10.0,11.0,4.0,6.0
1817,4.0,10.0,16.0,6.0,13.0
1818,4.0,7.0,12.0,14.0,6.0
1819,3.0,6.0,8.0,7.0,6.0
1820,3.0,5.0,10.0,9.0,9.0
1821,3.0,7.0,4.0,2.0,8.0
1822,4.0,6.0,9.0,5.0,3.0
1823,2.0,6.0,8.0,8.0,11.0
1824,4.0,6.0,13.0,9.0,8.0
1825,4.0,6.0,6.0,9.0,9.0
1826,3.0,6.0,11.0,3.0,6.0
1827,4.0,5.0,12.0,6.0,7.0
1828,5.0,7.0,8.0,8.0,14.0
1829,6.0,6.0,11.0,5.0,13.0
1830,3.0,7.0,12.0,8.0,11.0
1831,1.0,8.0,11.0,5.0,5.0
1832,2.0,8.0,11.0,8.0,7.0
1833,2.0,10.0,11.0,7.0,4.0
1834,2.0,8.0,7.0,7.0,9.0
1835,2.0,11.0,8.0,12.0,9.0
1836,2.0,10.0,9.0,3.0,4.0
1837,2.0,9.0,7.0,11.0,8.0
1838,2.0,9.0,9.0,7.0,4.0
1839,3.0,9.0,13.0,5.0,7.0
1840,3.0,5.0,13.0,5.0,4.0
1841,3.0,7.0,11.0,5.0,8.0
1842,3.0,4.0,3.0,3.0,7.0
1843,2.0,5.0,7.0,5.0,4.0
1844,2.0,5.0,5.0,11.0,3.0
1845,3.0,3.0,3.0,10.0,5.0
1846,3.0,4.0,6.0,5.0,4.0
1847,3.0,3.0,7.0,5.0,5.0
1848,1.0,5.0,9.0,8.0,5.0
1849,1.0,6.0,13.0,2.0,9.0
1850,2.0,4.0,7.0,2.0,5.0
1851,2.0,6.0,6.0,2.0,3.0
1852,2.0,7.0,4.0,11.0,3.0
1853,1.0,7.0,9.0,11.0,12.0
1854,1.0,5.0,8.0,15.0,9.0
1855,2.0,4.0,11.0,17.0,11.0
