,Tram_2,Tram_10,Tram_13,Tram_24,Tram_38
3677,6.0,11.0,11.0,16.0,12.0
3678,8.0,13.0,16.0,11.0,6.0
3679,8.0,18.0,17.0,12.0,10.0
3680,7.0,20.0,17.0,8.0,15.0
3681,13.0,18.0,19.0,18.0,22.0
3682,10.0,17.0,21.0,16.0,11.0
3683,12.0,18.0,24.0,13.0,15.0
3684,16.0,15.0,19.0,12.0,18.0
3685,14.0,16.0,21.0,18.0,9.0
3686,15.0,17.0,25.0,18.0,13.0
3687,17.0,17.0,21.0,19.0,14.0
3688,15.0,18.0,20.0,21.0,15.0
3689,14.0,18.0,14.0,13.0,12.0
3690,13.0,21.0,14.0,11.0,13.0
3691,15.0,23.0,18.0,13.0,12.0
3692,13.0,22.0,14.0,15.0,16.0
3693,18.0,18.0,22.0,14.0,16.0
3694,25.0,21.0,21.0,18.0,20.0
3695,19.0,21.0,20.0,16.0,13.0
3696,19.0,21.0,15.0,15.0,18.0
3697,13.0,21.0,21.0,11.0,13.0
3698,13.0,19.0,17.0,12.0,16.0
3699,12.0,21.0,21.0,18.0,10.0
3700,11.0,20.0,24.0,22.0,12.0
3701,10.0,25.0,25.0,23.0,9.0
3702,10.0,23.0,25.0,26.0,14.0
3703,12.0,24.0,28.0,21.0,24.0
3704,20.0,23.0,16.0,19.0,20.0
3705,26.0,23.0,20.0,27.0,19.0
3706,15.0,31.0,18.0,31.0,25.0
3707,13.0,36.0,27.0,27.0,29.0
3708,11.0,26.0,30.0,26.0,23.0
3709,10.0,24.0,29.0,25.0,14.0
3710,15.0,23.0,27.0,21.0,9.0
3711,17.0,16.0,28.0,31.0,19.0
3712,14.0,15.0,15.0,26.0,14.0
3713,16.0,16.0,22.0,13.0,10.0
3714,14.0,16.0,17.0,26.0,18.0
3715,13.0,14.0,20.0,16.0,21.0
3716,9.0,12.0,19.0,17.0,18.0
3717,9.0,13.0,11.0,9.0,12.0
3718,7.0,13.0,12.0,8.0,14.0
3719,6.0,12.0,13.0,6.0,11.0
3720,6.0,13.0,11.0,7.0,9.0
3721,7.0,15.0,14.0,8.0,8.0
3722,6.0,16.0,14.0,10.0,9.0
3723,7.0,15.0,12.0,9.0,12.0
3724,9.0,16.0,14.0,12.0,16.0
3725,8.0,17.0,18.0,9.0,11.0
3726,9.0,14.0,18.0,14.0,9.0
3727,10.0,14.0,15.0,19.0,15.0
3728,5.0,15.0,10.0,18.0,18.0
3729,9.0,15.0,14.0,12.0,15.0
3730,13.0,16.0,8.0,9.0,9.0
3731,11.0,20.0,9.0,11.0,16.0
3732,10.0,10.0,9.0,7.0,11.0
3733,13.0,9.0,11.0,6.0,13.0
3734,15.0,8.0,14.0,13.0,14.0
3735,9.0,7.0,15.0,8.0,8.0
3736,7.0,6.0,15.0,10.0,10.0
3737,5.0,8.0,11.0,9.0,12.0
3738,4.0,8.0,11.0,10.0,8.0
3739,4.0,8.0,11.0,5.0,11.0
3740,3.0,7.0,4.0,3.0,8.0
3741,2.0,6.0,4.0,5.0,6.0
3742,1.0,6.0,6.0,3.0,10.0
3743,4.0,5.0,10.0,2.0,12.0
3744,6.0,5.0,9.0,4.0,10.0
3745,9.0,6.0,7.0,4.0,10.0
3746,8.0,6.0,8.0,4.0,6.0
3747,8.0,5.0,6.0,4.0,13.0
3748,6.0,7.0,8.0,6.0,10.0
3749,3.0,7.0,10.0,6.0,7.0
3750,4.0,7.0,5.0,10.0,7.0
3751,5.0,8.0,9.0,5.0,13.0
3752,5.0,8.0,11.0,13.0,3.0
3753,3.0,13.0,9.0,4.0,13.0
3754,5.0,12.0,10.0,7.0,11.0
3755,6.0,12.0,13.0,9.0,7.0
3756,4.0,12.0,12.0,6.0,7.0
3757,1.0,10.0,6.0,1.0,12.0
3758,5.0,7.0,11.0,11.0,5.0
3759,7.0,14.0,11.0,6.0,9.0
3760,8.0,11.0,18.0,8.0,10.0
3761,7.0,9.0,9.0,4.0,10.0
3762,7.0,11.0,17.0,10.0,12.0
3763,8.0,10.0,21.0,4.0,4.0
3764,6.0,9.0,14.0,11.0,4.0
3765,7.0,10.0,11.0,10.0,2.0
3766,6.0,11.0,14.0,6.0,6.0
3767,7.0,11.0,19.0,3.0,13.0
3768,6.0,10.0,10.0,2.0,12.0
3769,6.0,10.0,7.0,1.0,9.0
3770,7.0,9.0,13.0,1.0,7.0
3771,7.0,8.0,11.0,7.0,5.0
3772,4.0,8.0,9.0,8.0,6.0
3773,6.0,8.0,11.0,10.0,8.0
3774,8.0,9.0,7.0,7.0,4.0
3775,5.0,12.0,18.0,10.0,9.0
3776,4.0,21.0,12.0,14.0,8.0
3777,1.0,19.0,11.0,8.0,6.0
3778,1.0,11.0,12.0,8.0,8.0
3779,6.0,10.0,11.0,9.0,11.0
3780,7.0,9.0,4.0,6.0,5.0
3781,5.0,4.0,12.0,13.0,16.0
3782,3.0,7.0,12.0,9.0,2.0
3783,6.0,4.0,7.0,9.0,16.0
3784,7.0,4.0,3.0,13.0,11.0
3785,5.0,2.0,6.0,7.0,3.0
3786,2.0,4.0,7.0,12.0,6.0
3787,4.0,6.0,8.0,5.0,10.0
3788,3.0,5.0,15.0,7.0,3.0
3789,2.0,5.0,4.0,4.0,7.0
3790,2.0,6.0,7.0,8.0,11.0
3791,2.0,6.0,6.0,8.0,10.0
3792,3.0,6.0,10.0,5.0,4.0
3793,3.0,6.0,9.0,6.0,3.0
3794,4.0,6.0,10.0,7.0,8.0
3795,4.0,7.0,10.0,8.0,12.0
3796,3.0,7.0,5.0,12.0,2.0
3797,4.0,9.0,9.0,11.0,7.0
3798,2.0,9.0,12.0,12.0,5.0
3799,4.0,11.0,13.0,5.0,6.0
3800,6.0,13.0,9.0,2.0,6.0
3801,3.0,15.0,16.0,10.0,4.0
3802,3.0,19.0,12.0,6.0,1.0
3803,6.0,13.0,7.0,8.0,13.0
3804,7.0,8.0,8.0,9.0,6.0
3805,8.0,9.0,14.0,17.0,8.0
3806,5.0,9.0,14.0,14.0,5.0
3807,8.0,10.0,16.0,13.0,10.0
3808,10.0,8.0,9.0,5.0,12.0
3809,6.0,8.0,6.0,12.0,5.0
3810,5.0,6.0,10.0,5.0,3.0
3811,4.0,8.0,8.0,8.0,6.0
3812,4.0,7.0,8.0,5.0,3.0
3813,4.0,9.0,6.0,2.0,5.0
3814,3.0,6.0,13.0,6.0,3.0
3815,4.0,7.0,6.0,8.0,2.0
3816,2.0,7.0,5.0,3.0,3.0
3817,3.0,5.0,5.0,3.0,3.0
3818,4.0,5.0,6.0,4.0,6.0
3819,4.0,5.0,2.0,5.0,6.0
3820,3.0,3.0,9.0,3.0,4.0
3821,2.0,6.0,5.0,5.0,3.0
3822,4.0,6.0,8.0,2.0,4.0
3823,3.0,5.0,4.0,6.0,9.0
3824,3.0,6.0,10.0,11.0,6.0
3825,4.0,6.0,8.0,7.0,2.0
3826,4.0,8.0,11.0,4.0,10.0
3827,2.0,5.0,6.0,2.0,10.0
3828,3.0,1.0,7.0,6.0,8.0
3829,5.0,3.0,6.0,6.0,10.0
3830,6.0,3.0,8.0,7.0,10.0
3831,8.0,7.0,10.0,7.0,10.0
3832,7.0,10.0,10.0,9.0,11.0
3833,6.0,8.0,13.0,6.0,7.0
3834,7.0,9.0,14.0,8.0,8.0
3835,51.0,8.0,9.0,11.0,13.0
3836,8.0,8.0,10.0,7.0,3.0
3837,8.0,8.0,8.0,6.0,8.0
3838,8.0,6.0,6.0,7.0,8.0
3839,2.0,10.0,9.0,7.0,7.0
3840,2.0,11.0,7.0,7.0,2.0
3841,2.0,10.0,12.0,9.0,8.0
3842,3.0,4.0,6.0,9.0,5.0
3843,2.0,4.0,8.0,7.0,1.0
3844,2.0,5.0,9.0,9.0,5.0
3845,3.0,6.0,9.0,8.0,9.0
3846,4.0,7.0,8.0,6.0,8.0
3847,2.0,6.0,10.0,8.0,8.0
3848,5.0,12.0,4.0,9.0,6.0
3849,6.0,9.0,10.0,8.0,5.0
3850,6.0,9.0,10.0,1.0,9.0
3851,1.0,8.0,12.0,4.0,3.0
3852,4.0,7.0,11.0,9.0,10.0
3853,7.0,10.0,8.0,4.0,7.0
3854,9.0,10.0,9.0,5.0,2.0
3855,9.0,9.0,14.0,4.0,4.0
3856,8.0,9.0,8.0,11.0,8.0
3857,6.0,7.0,10.0,10.0,2.0
3858,4.0,6.0,8.0,10.0,9.0
3859,3.0,4.0,9.0,2.0,4.0
3860,2.0,5.0,2.0,2.0,8.0
3861,3.0,5.0,7.0,4.0,6.0
3862,2.0,5.0,7.0,8.0,3.0
3863,2.0,6.0,5.0,7.0,1.0
3864,1.0,4.0,5.0,3.0,1.0
3865,2.0,4.0,5.0,3.0,4.0
3866,3.0,6.0,4.0,11.0,9.0
3867,4.0,2.0,7.0,7.0,1.0
3868,4.0,4.0,6.0,10.0,2.0
3869,1.0,1.0,5.0,3.0,11.0
3870,1.0,2.0,6.0,3.0,7.0
3871,2.0,3.0,6.0,3.0,3.0
3872,2.0,7.0,6.0,4.0,7.0
3873,2.0,9.0,4.0,6.0,1.0
3874,1.0,7.0,3.0,2.0,2.0
3875,3.0,11.0,12.0,2.0,9.0
3876,3.0,9.0,8.0,6.0,5.0
3877,3.0,9.0,11.0,4.0,7.0
3878,3.0,5.0,13.0,6.0,13.0
3879,7.0,6.0,10.0,4.0,10.0
3880,9.0,9.0,8.0,6.0,9.0
3881,4.0,5.0,8.0,9.0,6.0
3882,15.0,5.0,7.0,6.0,6.0
3883,7.0,7.0,7.0,3.0,6.0
3884,8.0,5.0,11.0,3.0,5.0
3885,8.0,8.0,11.0,2.0,8.0
3886,7.0,6.0,9.0,8.0,14.0
3887,8.0,8.0,9.0,5.0,10.0
3888,6.0,8.0,10.0,3.0,13.0
3889,7.0,8.0,10.0,9.0,19.0
3890,4.0,7.0,11.0,7.0,12.0
3891,5.0,6.0,5.0,10.0,3.0
3892,5.0,9.0,7.0,10.0,14.0
3893,4.0,7.0,3.0,8.0,7.0
3894,6.0,10.0,11.0,8.0,6.0
3895,5.0,7.0,14.0,13.0,13.0
3896,5.0,12.0,8.0,4.0,10.0
3897,4.0,11.0,16.0,9.0,9.0
3898,6.0,14.0,15.0,8.0,16.0
3899,5.0,11.0,15.0,9.0,12.0
3900,7.0,10.0,13.0,9.0,11.0
3901,7.0,10.0,14.0,13.0,9.0
3902,7.0,12.0,15.0,9.0,13.0
3903,9.0,17.0,15.0,9.0,17.0
3904,8.0,25.0,12.0,18.0,10.0
3905,6.0,16.0,17.0,33.0,9.0
3906,9.0,12.0,14.0,15.0,11.0
3907,6.0,10.0,9.0,12.0,12.0
3908,9.0,10.0,15.0,10.0,7.0
3909,9.0,12.0,13.0,8.0,11.0
3910,6.0,13.0,15.0,13.0,9.0
3911,6.0,9.0,13.0,10.0,7.0
3912,5.0,9.0,10.0,5.0,8.0
3913,5.0,9.0,14.0,13.0,14.0
3914,5.0,8.0,14.0,6.0,11.0
3915,5.0,10.0,12.0,11.0,6.0
3916,6.0,10.0,7.0,12.0,5.0
3917,5.0,7.0,13.0,10.0,15.0
3918,5.0,7.0,10.0,11.0,13.0
3919,4.0,9.0,9.0,12.0,10.0
3920,4.0,7.0,7.0,9.0,4.0
3921,5.0,6.0,12.0,5.0,11.0
3922,6.0,10.0,10.0,7.0,4.0
3923,5.0,10.0,7.0,2.0,11.0
3924,4.0,7.0,8.0,8.0,8.0
3925,4.0,10.0,4.0,7.0,6.0
3926,3.0,12.0,9.0,7.0,4.0
3927,3.0,6.0,8.0,5.0,6.0
3928,2.0,7.0,11.0,5.0,7.0
3929,2.0,7.0,8.0,2.0,11.0
3930,1.0,8.0,6.0,4.0,3.0
3931,2.0,8.0,11.0,4.0,3.0
3932,2.0,7.0,10.0,8.0,9.0
3933,3.0,7.0,13.0,4.0,9.0
3934,2.0,6.0,5.0,6.0,1.0
3935,3.0,9.0,9.0,5.0,12.0
3936,2.0,11.0,8.0,3.0,12.0
3937,5.0,14.0,11.0,7.0,13.0
3938,4.0,14.0,9.0,4.0,10.0
3939,4.0,14.0,7.0,6.0,5.0
3940,4.0,18.0,15.0,9.0,5.0
3941,3.0,15.0,17.0,14.0,4.0
3942,4.0,11.0,18.0,15.0,7.0
3943,4.0,15.0,16.0,12.0,18.0
3944,5.0,13.0,9.0,7.0,10.0
3945,7.0,13.0,11.0,10.0,12.0
3946,4.0,10.0,12.0,2.0,6.0
3947,3.0,17.0,9.0,8.0,7.0
3948,6.0,9.0,9.0,8.0,6.0
3949,8.0,12.0,9.0,8.0,7.0
3950,9.0,13.0,9.0,11.0,9.0
3951,5.0,7.0,18.0,2.0,8.0
3952,4.0,6.0,13.0,12.0,5.0
3953,7.0,6.0,10.0,3.0,4.0
3954,5.0,8.0,4.0,10.0,6.0
3955,3.0,5.0,7.0,1.0,10.0
3956,2.0,8.0,10.0,1.0,14.0
3957,3.0,3.0,6.0,7.0,8.0
3958,5.0,6.0,11.0,7.0,3.0
3959,5.0,5.0,5.0,1.0,8.0
3960,4.0,6.0,2.0,2.0,5.0
3961,5.0,5.0,9.0,8.0,11.0
3962,5.0,7.0,8.0,6.0,7.0
3963,5.0,6.0,13.0,5.0,9.0
3964,6.0,8.0,12.0,8.0,6.0
3965,4.0,6.0,8.0,5.0,4.0
3966,4.0,6.0,12.0,6.0,8.0
3967,4.0,6.0,13.0,4.0,6.0
3968,4.0,4.0,12.0,8.0,7.0
3969,4.0,3.0,3.0,3.0,10.0
3970,4.0,3.0,5.0,1.0,1.0
3971,2.0,2.0,4.0,1.0,4.0
3972,2.0,3.0,5.0,3.0,1.0
3973,1.0,3.0,6.0,5.0,5.0
3974,2.0,6.0,7.0,5.0,5.0
3975,2.0,7.0,4.0,7.0,7.0
3976,2.0,6.0,10.0,7.0,5.0
3977,3.0,7.0,6.0,4.0,5.0
3978,3.0,6.0,12.0,2.0,9.0
3979,5.0,4.0,12.0,8.0,5.0
3980,3.0,2.0,10.0,8.0,2.0
3981,3.0,3.0,8.0,6.0,7.0
3982,1.0,3.0,11.0,6.0,2.0
3983,3.0,4.0,11.0,3.0,5.0
3984,2.0,4.0,4.0,2.0,1.0
3985,2.0,4.0,9.0,2.0,4.0
3986,1.0,4.0,8.0,1.0,4.0
3987,1.0,4.0,2.0,2.0,2.0
3988,1.0,5.0,8.0,3.0,2.0
3989,2.0,5.0,5.0,9.0,3.0
3990,1.0,3.0,7.0,9.0,8.0
3991,2.0,6.0,2.0,1.0,6.0
3992,1.0,6.0,1.0,8.0,11.0
3993,3.0,5.0,6.0,3.0,4.0
3994,2.0,5.0,1.0,1.0,5.0
3995,7.0,8.0,5.0,5.0,8.0
3996,9.0,11.0,9.0,7.0,8.0
3997,7.0,8.0,7.0,8.0,8.0
3998,6.0,11.0,9.0,6.0,18.0
3999,8.0,11.0,8.0,9.0,22.0
4000,8.0,11.0,9.0,9.0,21.0
4001,23.0,10.0,9.0,9.0,13.0
4002,26.0,7.0,5.0,8.0,13.0
4003,19.0,8.0,15.0,14.0,16.0
4004,12.0,8.0,13.0,11.0,15.0
4005,14.0,7.0,15.0,15.0,14.0
4006,13.0,10.0,21.0,12.0,16.0
4007,11.0,12.0,19.0,14.0,17.0
4008,14.0,12.0,19.0,14.0,11.0
4009,14.0,15.0,10.0,13.0,14.0
4010,8.0,13.0,11.0,13.0,7.0
4011,8.0,14.0,7.0,12.0,9.0
4012,4.0,14.0,10.0,12.0,13.0
4013,2.0,10.0,4.0,7.0,7.0
4014,3.0,6.0,9.0,6.0,4.0
4015,4.0,6.0,2.0,4.0,4.0
4016,3.0,7.0,12.0,5.0,6.0
4017,3.0,7.0,8.0,6.0,6.0
4018,4.0,7.0,9.0,8.0,6.0
4019,4.0,9.0,7.0,8.0,4.0
4020,7.0,10.0,10.0,8.0,7.0
4021,10.0,12.0,5.0,4.0,12.0
4022,9.0,9.0,8.0,10.0,12.0
4023,11.0,10.0,8.0,6.0,15.0
4024,7.0,9.0,8.0,11.0,14.0
4025,5.0,10.0,13.0,9.0,15.0
4026,6.0,11.0,12.0,8.0,16.0
4027,5.0,9.0,10.0,2.0,10.0
4028,6.0,8.0,12.0,4.0,9.0
4029,6.0,8.0,10.0,1.0,4.0
4030,5.0,8.0,3.0,6.0,5.0
4031,4.0,10.0,9.0,2.0,6.0
4032,3.0,9.0,10.0,10.0,9.0
4033,4.0,9.0,7.0,5.0,13.0
4034,2.0,9.0,14.0,3.0,7.0
4035,4.0,8.0,9.0,8.0,8.0
4036,3.0,10.0,7.0,5.0,9.0
4037,2.0,10.0,9.0,9.0,4.0
4038,1.0,9.0,7.0,9.0,3.0
4039,2.0,7.0,10.0,5.0,4.0
4040,3.0,8.0,9.0,8.0,6.0
4041,3.0,9.0,7.0,11.0,3.0
4042,5.0,6.0,6.0,5.0,3.0
4043,2.0,8.0,11.0,2.0,11.0
4044,3.0,12.0,10.0,5.0,9.0
4045,2.0,8.0,16.0,5.0,7.0
4046,4.0,7.0,9.0,2.0,5.0
4047,2.0,9.0,7.0,2.0,5.0
4048,4.0,9.0,8.0,7.0,9.0
4049,4.0,7.0,9.0,8.0,4.0
4050,4.0,9.0,11.0,11.0,11.0
4051,6.0,8.0,15.0,12.0,11.0
4052,5.0,7.0,8.0,6.0,8.0
4053,5.0,6.0,8.0,10.0,9.0
4054,4.0,8.0,3.0,8.0,1.0
4055,4.0,8.0,8.0,6.0,7.0
4056,4.0,8.0,17.0,8.0,4.0
4057,6.0,13.0,10.0,5.0,6.0
4058,5.0,10.0,10.0,4.0,4.0
4059,5.0,10.0,8.0,13.0,4.0
4060,5.0,8.0,9.0,8.0,9.0
4061,5.0,10.0,18.0,9.0,9.0
4062,5.0,9.0,9.0,4.0,1.0
4063,6.0,13.0,17.0,12.0,6.0
4064,9.0,19.0,12.0,14.0,6.0
4065,16.0,24.0,20.0,13.0,17.0
4066,13.0,19.0,20.0,22.0,18.0
4067,19.0,17.0,24.0,20.0,23.0
4068,23.0,19.0,28.0,19.0,26.0
4069,17.0,20.0,31.0,20.0,21.0
4070,16.0,26.0,27.0,26.0,21.0
4071,21.0,27.0,29.0,34.0,11.0
4072,13.0,26.0,23.0,20.0,18.0
4073,11.0,22.0,14.0,15.0,19.0
4074,10.0,19.0,15.0,16.0,13.0
4075,10.0,15.0,13.0,10.0,13.0
4076,12.0,13.0,9.0,9.0,14.0
4077,19.0,11.0,12.0,13.0,14.0
4078,12.0,12.0,11.0,12.0,8.0
4079,9.0,14.0,18.0,14.0,15.0
4080,10.0,20.0,14.0,9.0,10.0
4081,9.0,22.0,15.0,6.0,10.0
4082,10.0,19.0,11.0,7.0,9.0
4083,8.0,19.0,9.0,5.0,12.0
4084,7.0,17.0,15.0,7.0,5.0
4085,7.0,16.0,13.0,1.0,9.0
4086,8.0,15.0,12.0,12.0,7.0
4087,7.0,13.0,10.0,6.0,7.0
4088,3.0,13.0,16.0,2.0,8.0
4089,3.0,12.0,17.0,6.0,8.0
4090,3.0,12.0,8.0,3.0,4.0
4091,3.0,11.0,11.0,8.0,4.0
4092,2.0,5.0,3.0,4.0,2.0
4093,2.0,5.0,7.0,3.0,2.0
4094,3.0,4.0,5.0,8.0,4.0
4095,4.0,5.0,9.0,1.0,11.0
4096,2.0,7.0,7.0,1.0,6.0
4097,4.0,9.0,6.0,1.0,3.0
4098,3.0,10.0,7.0,1.0,5.0
4099,3.0,9.0,11.0,4.0,2.0
4100,2.0,7.0,11.0,9.0,10.0
4101,2.0,6.0,9.0,8.0,13.0
4102,4.0,6.0,7.0,9.0,8.0
4103,5.0,7.0,8.0,6.0,14.0
4104,6.0,7.0,9.0,19.0,6.0
4105,5.0,6.0,12.0,6.0,9.0
4106,7.0,8.0,8.0,7.0,11.0
4107,6.0,6.0,8.0,4.0,10.0
4108,4.0,4.0,6.0,1.0,7.0
4109,4.0,4.0,4.0,2.0,7.0
4110,2.0,5.0,7.0,9.0,13.0
4111,3.0,7.0,4.0,8.0,11.0
4112,3.0,6.0,9.0,5.0,6.0
4113,4.0,7.0,4.0,6.0,6.0
4114,5.0,5.0,8.0,5.0,10.0
4115,4.0,3.0,7.0,3.0,21.0
4116,4.0,7.0,10.0,4.0,4.0
4117,4.0,6.0,11.0,4.0,10.0
4118,5.0,4.0,2.0,4.0,17.0
4119,3.0,6.0,6.0,8.0,7.0
4120,2.0,6.0,6.0,6.0,6.0
4121,1.0,3.0,8.0,8.0,4.0
4122,4.0,5.0,6.0,8.0,1.0
4123,3.0,6.0,8.0,8.0,3.0
4124,4.0,5.0,6.0,2.0,12.0
4125,3.0,3.0,5.0,4.0,2.0
4126,4.0,4.0,6.0,4.0,5.0
4127,1.0,4.0,4.0,4.0,5.0
4128,1.0,4.0,3.0,5.0,4.0
4129,1.0,4.0,5.0,4.0,2.0
4130,1.0,2.0,5.0,4.0,2.0
4131,2.0,3.0,4.0,3.0,4.0
4132,1.0,1.0,4.0,2.0,1.0
4133,1.0,3.0,7.0,12.0,9.0
4134,1.0,2.0,5.0,5.0,8.0
4135,1.0,2.0,8.0,5.0,7.0
4136,1.0,1.0,5.0,5.0,6.0
4137,1.0,14.0,11.0,3.0,4.0
4138,1.0,4.0,1.0,2.0,1.0
4139,2.0,2.0,4.0,2.0,8.0
4140,2.0,1.0,5.0,5.0,3.0
4141,2.0,1.0,8.0,1.0,6.0
4142,1.0,4.0,5.0,1.0,6.0
4143,1.0,2.0,2.0,3.0,5.0
4144,1.0,3.0,1.0,5.0,1.0
4145,1.0,3.0,1.0,5.0,5.0
4146,1.0,3.0,6.0,2.0,3.0
4147,1.0,3.0,4.0,2.0,6.0
4148,1.0,2.0,3.0,2.0,7.0
4149,1.0,3.0,4.0,2.0,1.0
4150,1.0,1.0,6.0,2.0,7.0
4151,1.0,2.0,6.0,1.0,7.0
4152,2.0,1.0,2.0,1.0,6.0
4153,1.0,3.0,7.0,2.0,1.0
4154,2.0,3.0,3.0,1.0,7.0
4155,1.0,1.0,6.0,1.0,5.0
4156,1.0,2.0,8.0,1.0,6.0
4157,2.0,31.0,3.0,1.0,5.0
4158,1.0,6.0,9.0,1.0,8.0
4159,2.0,3.0,2.0,4.0,1.0
4160,2.0,1.0,7.0,8.0,10.0
4161,5.0,6.0,6.0,4.0,3.0
4162,5.0,8.0,5.0,3.0,8.0
4163,5.0,10.0,5.0,5.0,12.0
4164,9.0,11.0,5.0,10.0,6.0
4165,6.0,9.0,13.0,10.0,9.0
4166,6.0,7.0,10.0,3.0,12.0
4167,6.0,8.0,7.0,2.0,9.0
4168,6.0,6.0,7.0,4.0,8.0
4169,8.0,7.0,13.0,4.0,6.0
4170,6.0,6.0,5.0,10.0,7.0
4171,6.0,7.0,9.0,7.0,10.0
4172,4.0,7.0,7.0,1.0,5.0
4173,5.0,7.0,1.0,2.0,7.0
4174,5.0,8.0,9.0,10.0,11.0
4175,4.0,8.0,6.0,11.0,12.0
4176,5.0,8.0,12.0,6.0,8.0
4177,4.0,8.0,11.0,7.0,10.0
4178,3.0,8.0,16.0,5.0,8.0
4179,3.0,6.0,8.0,5.0,6.0
4180,3.0,7.0,13.0,6.0,14.0
4181,4.0,6.0,12.0,11.0,7.0
4182,4.0,7.0,7.0,3.0,15.0
4183,3.0,5.0,9.0,3.0,4.0
4184,2.0,6.0,6.0,5.0,11.0
4185,3.0,5.0,9.0,1.0,7.0
4186,2.0,4.0,5.0,3.0,12.0
4187,2.0,2.0,9.0,3.0,5.0
4188,2.0,3.0,6.0,3.0,6.0
4189,2.0,4.0,4.0,3.0,1.0
4190,2.0,3.0,10.0,3.0,1.0
4191,2.0,3.0,5.0,3.0,8.0
4192,2.0,4.0,4.0,1.0,5.0
4193,2.0,3.0,9.0,3.0,5.0
4194,1.0,4.0,9.0,3.0,10.0
4195,1.0,2.0,6.0,3.0,4.0
4196,3.0,3.0,4.0,1.0,10.0
4197,3.0,1.0,6.0,1.0,10.0
4198,3.0,4.0,8.0,1.0,6.0
4199,4.0,2.0,10.0,3.0,3.0
4200,3.0,2.0,4.0,3.0,7.0
4201,2.0,2.0,3.0,2.0,6.0
4202,1.0,3.0,1.0,2.0,7.0
4203,1.0,3.0,10.0,2.0,5.0
4204,2.0,5.0,6.0,7.0,11.0
4205,2.0,2.0,6.0,7.0,10.0
4206,1.0,4.0,6.0,2.0,8.0
4207,1.0,5.0,4.0,1.0,3.0
4208,3.0,4.0,6.0,1.0,5.0
4209,3.0,5.0,7.0,3.0,8.0
4210,8.0,6.0,14.0,6.0,10.0
4211,8.0,8.0,10.0,17.0,8.0
4212,9.0,10.0,12.0,13.0,14.0
4213,8.0,6.0,10.0,17.0,19.0
4214,4.0,4.0,13.0,10.0,12.0
4215,4.0,6.0,15.0,7.0,8.0
4216,6.0,5.0,17.0,9.0,6.0
4217,4.0,7.0,13.0,9.0,11.0
4218,4.0,10.0,11.0,13.0,14.0
4219,4.0,10.0,14.0,3.0,14.0
4220,4.0,10.0,10.0,3.0,7.0
4221,4.0,9.0,14.0,7.0,5.0
4222,4.0,9.0,13.0,8.0,1.0
4223,5.0,9.0,7.0,7.0,9.0
4224,3.0,11.0,10.0,7.0,1.0
4225,2.0,11.0,4.0,4.0,11.0
4226,2.0,17.0,6.0,6.0,6.0
4227,2.0,19.0,15.0,8.0,14.0
4228,3.0,20.0,15.0,5.0,3.0
4229,3.0,18.0,12.0,8.0,7.0
4230,3.0,20.0,14.0,7.0,9.0
4231,1.0,15.0,8.0,7.0,13.0
4232,8.0,17.0,13.0,14.0,17.0
4233,11.0,8.0,10.0,16.0,16.0
4234,11.0,11.0,21.0,9.0,17.0
4235,9.0,12.0,24.0,6.0,21.0
4236,11.0,14.0,17.0,9.0,19.0
4237,10.0,12.0,15.0,8.0,18.0
4238,9.0,9.0,16.0,10.0,13.0
4239,10.0,8.0,16.0,3.0,30.0
4240,10.0,7.0,25.0,8.0,18.0
4241,13.0,6.0,15.0,8.0,13.0
4242,12.0,6.0,5.0,5.0,13.0
4243,12.0,7.0,13.0,11.0,7.0
4244,9.0,9.0,19.0,17.0,4.0
4245,2.0,10.0,11.0,11.0,6.0
4246,6.0,10.0,5.0,8.0,17.0
4247,11.0,11.0,11.0,11.0,12.0
4248,11.0,9.0,11.0,17.0,8.0
4249,10.0,9.0,14.0,12.0,9.0
4250,11.0,15.0,16.0,16.0,10.0
4251,7.0,14.0,14.0,8.0,13.0
4252,8.0,13.0,5.0,9.0,13.0
4253,9.0,15.0,13.0,10.0,10.0
4254,10.0,14.0,11.0,8.0,12.0
4255,12.0,10.0,16.0,9.0,9.0
4256,10.0,17.0,14.0,10.0,16.0
4257,4.0,21.0,10.0,5.0,8.0
4258,8.0,12.0,15.0,14.0,1.0
4259,9.0,14.0,10.0,6.0,7.0
4260,7.0,10.0,10.0,10.0,9.0
4261,3.0,10.0,11.0,13.0,3.0
4262,7.0,9.0,10.0,9.0,10.0
4263,6.0,16.0,12.0,12.0,5.0
4264,6.0,21.0,16.0,6.0,12.0
4265,6.0,19.0,18.0,6.0,3.0
4266,6.0,18.0,18.0,14.0,9.0
4267,6.0,14.0,18.0,14.0,6.0
4268,6.0,14.0,17.0,16.0,10.0
4269,6.0,12.0,14.0,13.0,7.0
4270,7.0,13.0,11.0,14.0,6.0
4271,7.0,13.0,15.0,10.0,8.0
4272,5.0,16.0,10.0,10.0,12.0
4273,6.0,16.0,13.0,9.0,13.0
4274,6.0,15.0,14.0,16.0,16.0
4275,6.0,13.0,14.0,14.0,11.0
4276,6.0,14.0,20.0,16.0,10.0
4277,5.0,15.0,14.0,9.0,11.0
4278,7.0,13.0,18.0,11.0,8.0
4279,9.0,16.0,16.0,14.0,9.0
4280,16.0,19.0,15.0,23.0,23.0
4281,21.0,22.0,23.0,14.0,17.0
4282,16.0,19.0,20.0,18.0,27.0
4283,14.0,14.0,19.0,18.0,28.0
